Timestamp,AQI,Temperature,Humidity,Status
2026-06-14 08:29:17.932445,142,31,66,Poor
2026-06-14 08:29:19.943804,280,28,90,Hazardous
2026-06-14 08:29:21.946344,295,31,47,Hazardous
2026-06-14 08:29:23.948796,229,20,61,Hazardous
2026-06-14 08:29:25.953140,235,30,90,Hazardous
2026-06-14 08:29:27.957228,400,40,86,Hazardous
2026-06-14 08:29:29.959934,387,24,89,Hazardous
2026-06-14 08:29:31.964218,31,27,47,Good
2026-06-14 08:29:33.970969,86,29,68,Moderate
2026-06-14 08:29:35.977251,391,27,41,Hazardous
2026-06-14 08:29:37.986162,307,18,34,Hazardous
2026-06-14 08:29:39.992839,334,29,87,Hazardous
2026-06-14 08:29:41.997861,85,20,69,Moderate
2026-06-14 08:29:44.000287,50,36,31,Good
2026-06-14 08:29:46.002895,206,36,55,Hazardous
2026-06-14 08:29:48.005358,85,36,49,Moderate
2026-06-14 08:29:50.011542,285,26,57,Hazardous
2026-06-14 08:29:52.017954,321,32,81,Hazardous
2026-06-14 08:29:54.023947,239,20,58,Hazardous
2026-06-14 08:29:56.029111,107,25,65,Poor
2026-06-14 08:29:58.039549,107,31,81,Poor
2026-06-14 08:30:00.043483,81,34,77,Moderate
2026-06-14 08:30:02.049342,199,18,73,Poor
2026-06-14 08:30:04.055991,235,33,86,Hazardous
2026-06-14 08:30:06.058377,278,22,33,Hazardous
2026-06-14 08:30:08.060915,206,22,81,Hazardous
2026-06-14 08:30:10.066337,386,40,47,Hazardous
2026-06-14 08:30:12.070113,383,18,50,Hazardous
2026-06-14 08:30:14.076363,84,21,42,Moderate
2026-06-14 08:30:16.083185,237,25,63,Hazardous
2026-06-14 08:30:18.085696,376,33,49,Hazardous
2026-06-14 08:30:20.090860,66,33,85,Moderate
2026-06-14 08:30:22.099445,378,28,81,Hazardous
2026-06-14 08:30:24.102920,398,25,47,Hazardous
2026-06-14 08:30:26.107679,21,35,73,Good
2026-06-14 08:30:28.110120,228,18,82,Hazardous
2026-06-14 08:30:30.115356,108,33,71,Poor
2026-06-14 08:30:32.123281,22,25,49,Good
2026-06-14 08:30:34.128354,366,28,49,Hazardous
2026-06-14 08:30:36.131766,63,29,73,Moderate
2026-06-14 08:30:38.148919,286,18,34,Hazardous
2026-06-14 08:30:40.151682,73,36,55,Moderate
2026-06-14 08:30:42.158275,400,37,45,Hazardous
2026-06-14 08:30:44.163350,34,31,62,Good
2026-06-14 08:30:46.169892,389,39,39,Hazardous
2026-06-14 08:30:48.176646,321,29,33,Hazardous
2026-06-14 08:30:50.179981,221,26,36,Hazardous
2026-06-14 08:30:52.184560,268,20,47,Hazardous
2026-06-14 08:30:54.191125,193,30,43,Poor
2026-06-14 08:30:56.195437,222,40,50,Hazardous
2026-06-14 08:30:58.201054,59,18,75,Moderate
2026-06-14 08:31:00.208372,193,34,32,Poor
2026-06-14 08:31:02.209642,148,19,68,Poor
2026-06-14 08:31:04.212196,79,26,54,Moderate
2026-06-14 08:31:06.214972,20,33,51,Good
2026-06-14 08:31:08.217972,154,18,80,Poor
2026-06-14 08:31:10.220176,133,28,81,Poor
2026-06-14 08:31:12.223266,256,25,58,Hazardous
2026-06-14 08:31:14.225534,312,29,90,Hazardous
2026-06-14 08:31:16.227458,53,25,77,Moderate
2026-06-14 08:31:18.232731,260,23,77,Hazardous
2026-06-14 08:31:20.235321,298,32,50,Hazardous
2026-06-14 08:31:22.246093,60,19,30,Moderate
2026-06-14 08:31:24.249648,222,36,84,Hazardous
2026-06-14 08:31:26.258254,88,39,68,Moderate
2026-06-14 08:31:28.260489,77,21,57,Moderate
2026-06-14 08:31:30.263597,82,39,58,Moderate
2026-06-14 08:31:32.271494,35,39,37,Good
2026-06-14 08:31:34.274218,54,40,66,Moderate
2026-06-14 08:31:36.276693,154,27,76,Poor
2026-06-14 08:31:38.283509,165,36,63,Poor
2026-06-14 08:31:40.290328,198,37,50,Poor
2026-06-14 08:31:42.293212,398,23,57,Hazardous
2026-06-14 08:31:44.295186,334,37,83,Hazardous
2026-06-14 08:31:46.298393,190,28,69,Poor
2026-06-14 08:31:48.300155,304,39,44,Hazardous
2026-06-14 08:31:50.302414,378,29,48,Hazardous
2026-06-14 08:31:52.316629,66,36,86,Moderate
2026-06-14 08:31:54.319800,296,26,45,Hazardous
2026-06-14 08:31:56.323402,217,36,51,Hazardous
2026-06-14 08:31:58.327831,108,31,38,Poor
2026-06-14 08:32:00.330962,187,39,46,Poor
2026-06-14 08:32:02.332625,254,25,49,Hazardous
2026-06-14 08:32:04.336321,156,25,52,Poor
2026-06-14 08:32:06.338462,149,34,34,Poor
2026-06-14 08:32:08.340373,236,23,35,Hazardous
2026-06-14 08:32:10.346627,365,32,53,Hazardous
2026-06-14 08:32:12.353787,345,30,61,Hazardous
2026-06-14 08:32:14.357432,128,33,50,Poor
2026-06-14 08:32:16.358920,99,40,58,Moderate
2026-06-14 08:32:18.363741,322,32,31,Hazardous
2026-06-14 08:32:20.372795,244,25,73,Hazardous
2026-06-14 08:32:22.376849,149,26,67,Poor
2026-06-14 08:32:24.383248,326,29,73,Hazardous
2026-06-14 08:32:26.384831,148,33,51,Poor
2026-06-14 08:32:28.392162,132,28,53,Poor
2026-06-14 08:32:30.396426,198,19,60,Poor
2026-06-14 08:32:32.398087,142,36,88,Poor
2026-06-14 08:32:34.400248,57,35,73,Moderate
2026-06-14 08:32:36.402784,74,20,85,Moderate
2026-06-14 08:32:38.404887,209,32,58,Hazardous
2026-06-14 08:32:40.407544,310,21,35,Hazardous
2026-06-14 08:32:42.412878,198,23,42,Poor
2026-06-14 08:32:44.416382,314,28,34,Hazardous
2026-06-14 08:32:46.419333,207,19,68,Hazardous
2026-06-14 08:32:48.421906,370,31,41,Hazardous
2026-06-14 08:32:50.426709,364,32,76,Hazardous
2026-06-14 08:32:52.429624,216,40,45,Hazardous
2026-06-14 08:32:54.433196,121,27,76,Poor
2026-06-14 08:32:56.435502,283,27,89,Hazardous
2026-06-14 08:32:58.440542,326,37,82,Hazardous
2026-06-14 08:33:00.442751,316,28,89,Hazardous
2026-06-14 08:33:02.446735,43,23,77,Good
2026-06-14 08:33:04.452744,85,29,77,Moderate
2026-06-14 08:33:06.455849,277,25,42,Hazardous
2026-06-14 08:33:08.460721,77,27,73,Moderate
2026-06-14 08:33:10.462817,249,33,50,Hazardous
2026-06-14 08:33:12.467249,48,20,43,Good
2026-06-14 08:33:14.470837,160,27,66,Poor
2026-06-14 08:33:16.475618,211,19,59,Hazardous
2026-06-14 08:33:18.480068,217,28,83,Hazardous
2026-06-14 08:33:20.482763,186,39,53,Poor
2026-06-14 08:33:22.489194,218,18,47,Hazardous
2026-06-14 08:33:24.494148,53,39,86,Moderate
2026-06-14 08:33:26.498461,47,32,33,Good
2026-06-14 08:33:28.500934,329,32,69,Hazardous
2026-06-14 08:33:30.505171,251,25,71,Hazardous
2026-06-14 08:33:32.507073,23,29,44,Good
2026-06-14 08:33:34.513959,296,37,74,Hazardous
2026-06-14 08:33:36.520044,375,35,73,Hazardous
2026-06-14 08:33:38.524190,89,26,81,Moderate
2026-06-14 08:33:40.526682,190,31,35,Poor
2026-06-14 08:33:42.530543,103,24,90,Poor
2026-06-14 08:33:44.534170,237,31,80,Hazardous
2026-06-14 08:33:46.541453,222,38,50,Hazardous
2026-06-14 08:33:48.546918,233,18,34,Hazardous
2026-06-14 08:33:50.575550,261,24,68,Hazardous
2026-06-14 08:33:52.580149,105,28,40,Poor
2026-06-14 08:33:54.584288,238,40,34,Hazardous
2026-06-14 08:33:56.588021,328,30,87,Hazardous
2026-06-14 08:33:58.597386,327,24,37,Hazardous
2026-06-14 08:34:00.600698,172,40,83,Poor
2026-06-14 08:34:02.604842,68,35,36,Moderate
2026-06-14 08:34:04.607863,230,22,87,Hazardous
2026-06-14 08:34:06.613514,168,37,39,Poor
2026-06-14 08:34:08.619242,141,40,74,Poor
2026-06-14 08:34:10.625192,173,38,50,Poor
2026-06-14 08:34:12.627174,80,38,37,Moderate
2026-06-14 08:34:14.630984,373,29,33,Hazardous
2026-06-14 08:34:16.636429,70,27,37,Moderate
2026-06-14 08:34:18.638413,59,35,65,Moderate
2026-06-14 08:34:20.642871,23,36,78,Good
2026-06-14 08:34:22.645717,396,28,81,Hazardous
2026-06-14 08:34:24.651517,260,25,43,Hazardous
2026-06-14 08:34:26.657305,109,34,41,Poor
2026-06-14 08:34:28.660907,351,32,57,Hazardous
2026-06-14 08:34:30.664031,68,37,89,Moderate
2026-06-14 08:34:32.667960,263,35,55,Hazardous
2026-06-14 08:34:34.671578,76,24,59,Moderate
2026-06-14 08:34:36.677374,163,30,37,Poor
2026-06-14 08:34:38.683404,115,26,49,Poor
2026-06-14 08:34:40.696862,245,27,54,Hazardous
2026-06-14 08:34:42.709264,91,39,35,Moderate
2026-06-14 08:34:44.716278,394,32,71,Hazardous
2026-06-14 08:34:46.723993,39,30,55,Good
2026-06-14 08:34:48.731136,71,23,59,Moderate
2026-06-14 08:34:50.739473,174,18,30,Poor
2026-06-14 08:34:52.744879,366,39,62,Hazardous
2026-06-14 08:34:54.756004,208,18,75,Hazardous
2026-06-14 08:34:56.758736,330,34,60,Hazardous
2026-06-14 08:34:58.766252,114,19,80,Poor
2026-06-14 08:35:00.806725,337,33,66,Hazardous
2026-06-14 08:35:02.809243,195,19,50,Poor
2026-06-14 08:35:04.810936,141,26,38,Poor
2026-06-14 08:35:06.812630,306,40,41,Hazardous
2026-06-14 08:35:08.816969,281,40,33,Hazardous
2026-06-14 08:35:10.823416,28,27,59,Good
2026-06-14 08:35:12.825446,114,19,88,Poor
2026-06-14 08:35:14.828728,207,33,57,Hazardous
2026-06-14 08:35:16.832500,357,20,35,Hazardous
2026-06-14 08:35:18.835832,188,39,34,Poor
2026-06-14 08:35:20.838613,115,27,30,Poor
2026-06-14 08:35:22.858306,285,27,68,Hazardous
2026-06-14 08:35:24.886696,349,36,55,Hazardous
2026-06-14 08:35:26.892548,327,20,55,Hazardous
2026-06-14 08:35:28.897441,133,23,73,Poor
2026-06-14 08:35:30.905200,347,23,78,Hazardous
2026-06-14 08:35:32.914435,217,31,47,Hazardous
2026-06-14 08:35:34.922575,22,34,41,Good
2026-06-14 08:35:36.933045,46,21,62,Good
2026-06-14 08:35:38.937388,180,29,42,Poor
2026-06-14 08:35:40.939828,274,28,76,Hazardous
2026-06-14 08:35:42.942896,77,35,78,Moderate
2026-06-14 08:35:44.949709,205,31,82,Hazardous
2026-06-14 08:35:46.953942,172,37,34,Poor
2026-06-14 08:35:48.964652,99,38,65,Moderate
2026-06-14 08:35:50.968782,103,33,63,Poor
2026-06-14 08:35:52.975804,122,28,82,Poor
2026-06-14 08:35:54.983036,358,30,83,Hazardous
2026-06-14 08:35:56.986663,337,35,73,Hazardous
2026-06-14 08:35:58.991168,253,21,48,Hazardous
2026-06-14 08:36:00.997450,317,34,77,Hazardous
2026-06-14 08:36:03.003504,48,30,54,Good
2026-06-14 08:36:05.005516,66,31,32,Moderate
2026-06-14 08:36:07.011836,359,28,45,Hazardous
2026-06-14 08:36:09.019609,75,26,39,Moderate
2026-06-14 08:36:11.046610,65,23,41,Moderate
2026-06-14 08:36:13.061913,107,33,78,Poor
2026-06-14 08:36:15.070825,286,27,62,Hazardous
2026-06-14 08:36:17.080000,54,36,79,Moderate
2026-06-14 08:36:19.087603,367,29,58,Hazardous
2026-06-14 08:36:21.092643,198,25,79,Poor
2026-06-14 08:36:23.100087,136,32,41,Poor
2026-06-14 08:36:25.110127,80,22,47,Moderate
2026-06-14 08:36:27.114302,307,22,54,Hazardous
2026-06-14 08:36:29.117884,203,22,48,Hazardous
2026-06-14 08:36:31.122831,311,28,52,Hazardous
2026-06-14 08:36:33.127540,294,39,38,Hazardous
2026-06-14 08:36:35.134186,311,21,50,Hazardous
2026-06-14 08:36:37.137066,270,18,50,Hazardous
2026-06-14 08:36:39.146062,74,25,50,Moderate
2026-06-14 08:36:41.149078,258,19,74,Hazardous
2026-06-14 08:36:43.151327,68,32,70,Moderate
2026-06-14 08:36:45.155171,173,32,41,Poor
2026-06-14 08:36:47.158634,252,29,53,Hazardous
2026-06-14 08:36:49.166619,28,35,63,Good
2026-06-14 08:36:51.169942,246,38,50,Hazardous
2026-06-14 08:36:53.175928,196,33,44,Poor
2026-06-14 08:36:55.179650,35,29,47,Good
2026-06-14 08:36:57.182856,102,40,87,Poor
2026-06-14 08:36:59.186374,167,34,71,Poor
2026-06-14 08:37:01.191530,384,23,70,Hazardous
2026-06-14 08:37:03.193948,315,40,38,Hazardous
2026-06-14 08:37:05.195872,254,29,80,Hazardous
2026-06-14 08:37:07.199009,199,40,88,Poor
2026-06-14 08:37:09.200807,84,33,61,Moderate
2026-06-14 08:37:11.202425,42,36,46,Good
2026-06-14 08:37:13.204056,218,23,34,Hazardous
2026-06-14 08:37:15.209279,88,36,52,Moderate
2026-06-14 08:37:17.211173,125,29,85,Poor
2026-06-14 08:37:19.213943,50,21,86,Good
2026-06-14 08:37:21.217455,344,19,70,Hazardous
2026-06-14 08:37:23.219863,39,40,62,Good
2026-06-14 08:37:25.221273,148,24,68,Poor
2026-06-14 08:37:27.222924,357,25,35,Hazardous
2026-06-14 08:37:29.225125,323,23,59,Hazardous
2026-06-14 08:37:31.233641,205,29,38,Hazardous
2026-06-14 08:37:33.239143,288,32,38,Hazardous
2026-06-14 08:37:35.245662,114,30,65,Poor
2026-06-14 08:37:37.248391,62,30,32,Moderate
2026-06-14 08:37:39.252343,161,22,57,Poor
2026-06-14 08:37:41.254226,173,30,66,Poor
2026-06-14 08:37:43.256595,334,24,77,Hazardous
2026-06-14 08:37:45.259741,227,30,76,Hazardous
2026-06-14 08:37:47.263234,156,28,48,Poor
2026-06-14 08:37:49.266206,357,22,41,Hazardous
2026-06-14 08:37:51.270388,148,26,88,Poor
2026-06-14 08:37:53.272036,72,28,62,Moderate
2026-06-14 08:37:55.274336,281,34,87,Hazardous
2026-06-14 08:37:57.276993,111,27,37,Poor
2026-06-14 08:37:59.278607,199,39,42,Poor
2026-06-14 08:38:01.280908,63,27,55,Moderate
2026-06-14 08:38:03.284814,346,27,86,Hazardous
2026-06-14 08:38:05.292365,140,18,31,Poor
2026-06-14 08:38:07.294238,130,39,35,Poor
2026-06-14 08:38:09.298810,276,40,32,Hazardous
2026-06-14 08:38:11.302920,379,19,90,Hazardous
2026-06-14 08:38:13.304452,162,30,40,Poor
2026-06-14 08:38:15.306056,226,26,49,Hazardous
2026-06-14 08:38:17.308110,272,38,33,Hazardous
2026-06-14 08:38:19.311866,163,24,52,Poor
2026-06-14 08:38:21.315046,25,33,74,Good
2026-06-14 08:38:23.317132,271,19,42,Hazardous
2026-06-14 08:38:25.323127,45,35,55,Good
2026-06-14 08:38:27.325264,118,25,39,Poor
2026-06-14 08:38:29.330147,274,30,87,Hazardous
2026-06-14 08:38:31.331947,248,23,69,Hazardous
2026-06-14 08:38:33.339865,258,20,74,Hazardous
2026-06-14 08:38:35.343334,35,32,46,Good
2026-06-14 08:38:37.346652,81,25,65,Moderate
2026-06-14 08:38:39.350382,163,32,84,Poor
2026-06-14 08:38:41.353945,300,36,43,Hazardous
2026-06-14 08:38:43.360817,44,36,90,Good
2026-06-14 08:38:45.362849,309,40,75,Hazardous
2026-06-14 08:38:47.370223,48,37,36,Good
2026-06-14 08:38:49.374204,395,26,78,Hazardous
2026-06-14 08:38:51.381282,355,38,67,Hazardous
2026-06-14 08:38:53.388554,156,25,44,Poor
2026-06-14 08:38:55.390098,314,40,40,Hazardous
2026-06-14 08:38:57.393364,171,25,73,Poor
2026-06-14 08:38:59.399947,57,39,54,Moderate
2026-06-14 08:39:01.406701,353,30,65,Hazardous
2026-06-14 08:39:03.408976,357,33,36,Hazardous
2026-06-14 08:39:05.410718,88,30,66,Moderate
2026-06-14 08:39:07.414212,260,28,69,Hazardous
2026-06-14 08:39:09.416385,55,39,58,Moderate
2026-06-14 08:39:11.420682,257,28,78,Hazardous
2026-06-14 08:39:13.422613,196,22,52,Poor
2026-06-14 08:39:15.427266,219,28,43,Hazardous
2026-06-14 08:39:17.428993,182,22,36,Poor
2026-06-14 08:39:19.432408,32,37,31,Good
2026-06-14 08:39:21.437131,345,30,40,Hazardous
2026-06-14 08:39:23.444419,304,29,46,Hazardous
2026-06-14 08:39:25.449510,337,35,65,Hazardous
2026-06-14 08:39:27.454923,296,37,53,Hazardous
2026-06-14 08:39:29.458284,340,34,64,Hazardous
2026-06-14 08:39:31.462049,40,19,31,Good
2026-06-14 08:39:33.464445,248,26,53,Hazardous
2026-06-14 08:39:35.467866,400,28,36,Hazardous
2026-06-14 08:39:37.471127,123,21,71,Poor
2026-06-14 08:39:39.474675,301,35,88,Hazardous
2026-06-14 08:39:41.483670,218,24,71,Hazardous
2026-06-14 08:39:43.491538,111,23,41,Poor
2026-06-14 08:39:45.494812,125,30,58,Poor
2026-06-14 08:39:47.497142,204,37,86,Hazardous
2026-06-14 08:39:49.502732,196,33,49,Poor
2026-06-14 08:39:51.509444,112,24,87,Poor
2026-06-14 08:39:53.516435,151,30,60,Poor
2026-06-14 08:39:55.518242,23,28,60,Good
2026-06-14 08:39:57.520342,292,40,62,Hazardous
2026-06-14 08:39:59.525097,159,40,39,Poor
2026-06-14 08:40:01.526912,42,30,70,Good
2026-06-14 08:40:03.533485,37,28,83,Good
2026-06-14 08:40:05.540174,285,28,46,Hazardous
2026-06-14 08:40:07.544844,25,22,88,Good
2026-06-14 08:40:09.552298,119,29,72,Poor
2026-06-14 08:40:11.555251,171,25,63,Poor
2026-06-14 08:40:13.559482,35,18,38,Good
2026-06-14 08:40:15.563466,92,29,70,Moderate
2026-06-14 08:40:17.565939,285,29,70,Hazardous
2026-06-14 08:40:19.568343,195,29,64,Poor
2026-06-14 08:40:21.572397,134,18,72,Poor
2026-06-14 08:40:23.575024,283,24,50,Hazardous
2026-06-14 08:40:25.577565,297,32,35,Hazardous
2026-06-14 08:40:27.581868,226,21,80,Hazardous
2026-06-14 08:40:29.589047,260,19,42,Hazardous
2026-06-14 08:40:31.593274,137,23,80,Poor
2026-06-14 08:40:33.598112,235,39,71,Hazardous
2026-06-14 08:40:35.600290,347,25,54,Hazardous
2026-06-14 08:40:37.602041,364,34,84,Hazardous
2026-06-14 08:40:39.604130,277,21,69,Hazardous
2026-06-14 08:40:41.606734,210,34,36,Hazardous
2026-06-14 08:40:43.609066,122,32,66,Poor
2026-06-14 08:40:45.610836,220,31,85,Hazardous
2026-06-14 08:40:47.613393,194,26,35,Poor
2026-06-14 08:40:49.625840,309,30,48,Hazardous
2026-06-14 08:40:51.629580,74,35,73,Moderate
2026-06-14 08:40:53.633242,236,40,84,Hazardous
2026-06-14 08:40:55.635452,160,19,84,Poor
2026-06-14 08:40:57.639054,328,36,72,Hazardous
2026-06-14 08:40:59.645938,53,40,32,Moderate
2026-06-14 08:41:01.651532,76,31,49,Moderate
2026-06-14 08:41:03.655380,228,36,88,Hazardous
2026-06-14 08:41:05.659457,233,23,71,Hazardous
2026-06-14 08:41:07.661168,204,31,41,Hazardous
2026-06-14 08:41:09.662884,202,21,64,Hazardous
2026-06-14 08:41:11.665337,204,24,81,Hazardous
2026-06-14 08:41:13.667169,300,21,30,Hazardous
2026-06-14 08:41:15.670388,77,19,70,Moderate
2026-06-14 08:41:17.677267,51,28,88,Moderate
2026-06-14 08:41:19.691637,67,40,72,Moderate
2026-06-14 08:41:21.694884,163,18,74,Poor
2026-06-14 08:41:23.698037,91,20,40,Moderate
2026-06-14 08:41:25.699694,339,37,86,Hazardous
2026-06-14 08:41:27.702134,59,23,90,Moderate
2026-06-14 08:41:29.703784,256,27,55,Hazardous
2026-06-14 08:41:31.706359,288,19,47,Hazardous
2026-06-14 08:41:33.710873,295,36,73,Hazardous
2026-06-14 08:41:35.713341,241,26,43,Hazardous
2026-06-14 08:41:37.715872,137,32,87,Poor
2026-06-14 08:41:39.717724,235,19,43,Hazardous
2026-06-14 08:41:41.722705,114,31,80,Poor
2026-06-14 08:41:43.726438,290,19,37,Hazardous
2026-06-14 08:41:45.728407,93,40,32,Moderate
2026-06-14 08:41:47.729984,344,30,84,Hazardous
2026-06-14 08:41:49.732377,386,33,51,Hazardous
2026-06-14 08:41:51.735032,157,33,30,Poor
2026-06-14 08:41:53.737506,72,22,33,Moderate
2026-06-14 08:41:55.739386,80,27,31,Moderate
2026-06-14 08:41:57.741962,65,22,73,Moderate
2026-06-14 08:41:59.747859,290,22,81,Hazardous
2026-06-14 08:42:01.752538,175,38,83,Poor
2026-06-14 08:42:03.755104,398,34,79,Hazardous
2026-06-14 08:42:05.757094,148,22,68,Poor
2026-06-14 08:42:07.759486,53,28,69,Moderate
2026-06-14 08:42:09.761074,237,19,38,Hazardous
2026-06-14 08:42:11.767163,334,32,45,Hazardous
2026-06-14 08:42:13.768431,138,23,45,Poor
2026-06-14 08:42:15.771032,304,26,82,Hazardous
2026-06-14 08:42:17.774075,202,40,57,Hazardous
2026-06-14 08:42:19.775755,286,33,89,Hazardous
2026-06-14 08:42:21.777179,239,33,35,Hazardous
2026-06-14 08:42:23.779172,95,36,49,Moderate
2026-06-14 08:42:25.781176,161,38,34,Poor
2026-06-14 08:42:27.787967,112,24,45,Poor
2026-06-14 08:42:29.791310,170,22,67,Poor
2026-06-14 08:42:31.794037,373,25,87,Hazardous
2026-06-14 08:42:33.796302,218,35,76,Hazardous
2026-06-14 08:42:35.799147,84,23,47,Moderate
2026-06-14 08:42:37.801381,65,32,40,Moderate
2026-06-14 08:42:39.805897,48,36,63,Good
2026-06-14 08:42:41.811939,199,39,70,Poor
2026-06-14 08:42:43.814042,38,36,45,Good
2026-06-14 08:42:45.817231,270,33,52,Hazardous
2026-06-14 08:42:47.820457,217,27,45,Hazardous
2026-06-14 08:42:49.822333,191,19,73,Poor
2026-06-14 08:42:51.824265,32,23,44,Good
2026-06-14 08:42:53.826392,44,33,42,Good
2026-06-14 08:42:55.829105,331,38,37,Hazardous
2026-06-14 08:42:57.832822,83,20,36,Moderate
2026-06-14 08:42:59.835951,149,34,58,Poor
2026-06-14 08:43:01.838542,190,27,70,Poor
2026-06-14 08:43:03.849613,81,24,76,Moderate
2026-06-14 08:43:05.851802,136,33,82,Poor
2026-06-14 08:43:07.853915,197,23,59,Poor
2026-06-14 08:43:09.863474,238,38,89,Hazardous
2026-06-14 08:43:11.865875,380,20,35,Hazardous
2026-06-14 08:43:13.868559,248,40,31,Hazardous
2026-06-14 08:43:15.872699,185,18,68,Poor
2026-06-14 08:43:17.874368,134,26,69,Poor
2026-06-14 08:43:19.876563,294,21,60,Hazardous
2026-06-14 08:43:21.878381,328,31,76,Hazardous
2026-06-14 08:43:23.880990,358,18,35,Hazardous
2026-06-14 08:43:25.883034,364,25,59,Hazardous
2026-06-14 08:43:27.889203,227,21,48,Hazardous
2026-06-14 08:43:29.894913,30,23,38,Good
2026-06-14 08:43:31.899638,76,29,77,Moderate
2026-06-14 08:43:33.906422,244,21,31,Hazardous
2026-06-14 08:43:35.912093,386,21,67,Hazardous
2026-06-14 08:43:37.920042,328,29,43,Hazardous
2026-06-14 08:43:39.924777,118,22,40,Poor
2026-06-14 08:43:41.927543,251,34,38,Hazardous
2026-06-14 08:43:43.929409,43,23,45,Good
2026-06-14 08:43:45.930559,131,27,55,Poor
2026-06-14 08:43:47.934308,202,28,49,Hazardous
2026-06-14 08:43:49.936132,356,28,87,Hazardous
2026-06-14 08:43:51.940157,392,31,65,Hazardous
2026-06-14 08:43:53.952727,305,35,69,Hazardous
2026-06-14 08:43:55.958010,114,33,30,Poor
2026-06-14 08:43:57.961401,105,38,37,Poor
2026-06-14 08:43:59.965972,199,22,38,Poor
2026-06-14 08:44:01.970836,256,19,39,Hazardous
2026-06-14 08:44:03.973486,313,34,53,Hazardous
2026-06-14 08:44:05.977775,229,26,36,Hazardous
2026-06-14 08:44:07.980907,266,37,88,Hazardous
2026-06-14 08:44:09.982736,257,18,70,Hazardous
2026-06-14 08:44:11.989197,161,38,60,Poor
2026-06-14 08:44:13.993421,26,21,71,Good
2026-06-14 08:44:15.995996,158,39,59,Poor
2026-06-14 08:44:17.999335,199,18,89,Poor
2026-06-14 08:44:20.001393,149,30,67,Poor
2026-06-14 08:44:22.007247,283,38,48,Hazardous
2026-06-14 08:44:24.016136,175,39,90,Poor
2026-06-14 08:44:26.019113,265,40,62,Hazardous
2026-06-14 08:44:28.024095,291,29,30,Hazardous
2026-06-14 08:44:30.028768,75,23,70,Moderate
2026-06-14 08:44:32.034337,21,23,40,Good
2026-06-14 08:44:34.038544,130,18,32,Poor
2026-06-14 08:44:36.040136,148,37,85,Poor
2026-06-14 08:44:38.041806,355,36,30,Hazardous
2026-06-14 08:44:40.043732,287,39,76,Hazardous
2026-06-14 08:44:42.047419,324,22,69,Hazardous
2026-06-14 08:44:44.052986,280,35,43,Hazardous
2026-06-14 08:44:46.059532,200,27,30,Poor
2026-06-14 08:44:48.065226,236,28,51,Hazardous
2026-06-14 08:44:50.069021,125,26,37,Poor
2026-06-14 08:44:52.075696,81,18,48,Moderate
2026-06-14 08:44:54.078284,106,18,37,Poor
2026-06-14 08:44:56.084646,194,32,44,Poor
2026-06-14 08:44:58.086997,284,25,57,Hazardous
2026-06-14 08:45:00.088373,289,23,45,Hazardous
2026-06-14 08:45:02.091089,106,38,76,Poor
2026-06-14 08:45:04.099134,49,34,42,Good
2026-06-14 08:45:06.103205,323,39,68,Hazardous
2026-06-14 08:45:08.107487,228,37,80,Hazardous
2026-06-14 08:45:10.115226,111,18,69,Poor
2026-06-14 08:45:12.122472,374,24,51,Hazardous
2026-06-14 08:45:14.124277,298,21,41,Hazardous
2026-06-14 08:45:16.127345,159,39,31,Poor
2026-06-14 08:45:18.129693,236,25,77,Hazardous
2026-06-14 08:45:20.135570,231,24,45,Hazardous
2026-06-14 08:45:22.138206,295,26,71,Hazardous
2026-06-14 08:45:24.141753,82,25,85,Moderate
2026-06-14 08:45:26.149720,135,25,45,Poor
2026-06-14 08:45:28.153030,386,25,87,Hazardous
2026-06-14 08:45:30.159840,156,37,79,Poor
2026-06-14 08:45:32.163124,65,34,45,Moderate
2026-06-14 08:45:34.176158,289,30,77,Hazardous
2026-06-14 08:45:36.180107,28,24,34,Good
2026-06-14 08:45:38.182889,385,39,82,Hazardous
2026-06-14 08:45:40.185650,370,26,47,Hazardous
2026-06-14 08:45:42.187623,54,22,36,Moderate
2026-06-14 08:45:44.189859,141,33,67,Poor
2026-06-14 08:45:46.193586,282,39,44,Hazardous
2026-06-14 08:45:48.196708,234,29,84,Hazardous
2026-06-14 08:45:50.199745,20,21,71,Good
2026-06-14 08:45:52.201820,195,31,90,Poor
2026-06-14 08:45:54.206040,68,21,72,Moderate
2026-06-14 08:45:56.213311,384,30,73,Hazardous
2026-06-14 08:45:58.220235,391,32,81,Hazardous
2026-06-14 08:46:00.222197,385,35,34,Hazardous
2026-06-14 08:46:02.224241,340,18,57,Hazardous
2026-06-14 08:46:04.226489,393,30,56,Hazardous
2026-06-14 08:46:06.230034,116,36,53,Poor
2026-06-14 08:46:08.233605,143,25,55,Poor
2026-06-14 08:46:10.237046,221,40,57,Hazardous
2026-06-14 08:46:12.239985,194,29,58,Poor
2026-06-14 08:46:14.242868,120,35,64,Poor
2026-06-14 08:46:16.256448,395,22,46,Hazardous
2026-06-14 08:46:18.270424,338,40,78,Hazardous
2026-06-14 08:46:20.273270,182,33,45,Poor
2026-06-14 08:46:22.286009,201,35,74,Hazardous
2026-06-14 08:46:24.288376,75,25,72,Moderate
2026-06-14 08:46:26.289979,370,39,83,Hazardous
2026-06-14 08:46:28.291994,23,32,62,Good
2026-06-14 08:46:30.299064,68,40,37,Moderate
